"","SEQN","RIAGENDR","RIDAGEYR","RIDRETH1","DMDBORN","DMDCITZN","DMDEDUC3","DMDMARTL","DMDFMSIZ","INDFMINC"
"717",31843,"female",54,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",3,11
"720",31846,"male",80,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,7
"721",31847,"female",35,"Non-Hispanic White","The US","A citizen of the US",19,"Married",4,9
"726",31852,"female",20,"Mexican American","The US","A citizen of the US",18,"Living with partner",4,4
"731",31857,"female",74,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",1,8
"732",31858,"male",37,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",6,8
"733",31859,"female",46,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,10
"735",31861,"female",22,"Other Race - Including Multi-Racial","The US","A citizen of the US",20,"Living with partner",1,8
"737",31863,"female",29,"Non-Hispanic Black","The US","A citizen of the US",19,"Widowed",1,11
"742",31868,"male",22,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",2,8
"744",31870,"female",21,"Non-Hispanic White","Elsewhere","A citizen of the US",19,"Married",2,6
"747",31873,"male",32,"Non-Hispanic Black","Elsewhere","A citizen of the US",18,"Living with partner",2,7
"748",31874,"female",29,"Mexican American","The US","A citizen of the US",17,"Married",5,11
"751",31877,"male",62,"Non-Hispanic Black","The US","A citizen of the US",19,"Divorced",1,6
"752",31878,"male",55,"Mexican American","The US","A citizen of the US",19,"Married",2,11
"762",31888,"male",22,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",18,"Never married",6,7
"767",31893,"female",81,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,7
"768",31894,"female",61,"Mexican American","Mexico","A citizen of the US",19,"Married",4,5
"769",31895,"male",74,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"771",31897,"male",79,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,6
"772",31898,"male",73,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",2,7
"773",31899,"male",40,"Non-Hispanic White","Elsewhere","Not a citizen of the US",16,"Married",7,3
"776",31902,"female",33,"Non-Hispanic White","The US","A citizen of the US",20,"Married",4,11
"777",31903,"female",73,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,10
"787",31913,"female",48,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,11
"788",31914,"male",51,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,7
"795",31921,"female",20,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",3,11
"796",31922,"male",31,"Non-Hispanic White","The US","A citizen of the US",20,"Married",7,11
"797",31923,"male",65,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",2,10
"798",31924,"female",20,"Non-Hispanic White","The US","A citizen of the US",17,"Separeted",5,10
"800",31926,"female",51,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,7
"803",31929,"female",20,"Non-Hispanic Black","The US","A citizen of the US",19,"Separeted",6,7
"804",31930,"female",22,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",2,4
"810",31936,"female",22,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",2,3
"811",31937,"male",57,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,11
"813",31939,"male",41,"Non-Hispanic Black","The US","A citizen of the US",19,"Separeted",1,7
"815",31941,"male",79,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,11
"817",31943,"female",65,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",1,7
"818",31944,"female",66,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,6
"819",31945,"male",67,"Non-Hispanic White","The US","A citizen of the US",16,"Living with partner",1,3
"820",31946,"female",65,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,7
"821",31947,"female",61,"Non-Hispanic Black","The US","A citizen of the US",17,"Widowed",1,3
"822",31948,"female",37,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",7,1
"827",31953,"female",33,"Non-Hispanic White","The US","A citizen of the US",20,"Living with partner",1,8
"832",31958,"female",49,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",2,7
"833",31959,"female",52,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",3,11
"834",31960,"male",56,"Mexican American","Mexico","Not a citizen of the US",16,"Married",3,4
"835",31961,"male",29,"Non-Hispanic Black","The US","A citizen of the US",18,"Living with partner",1,1
"836",31962,"female",54,"Mexican American","Mexico","A citizen of the US",18,"Separeted",1,5
"838",31964,"male",77,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,5
"840",31966,"female",60,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",3,8
"841",31967,"female",63,"Non-Hispanic Black","The US","A citizen of the US",17,"Divorced",5,7
"846",31972,"female",73,"Non-Hispanic White","The US","A citizen of the US",17,"Married",2,9
"847",31973,"male",23,"Mexican American","Mexico","Not a citizen of the US",18,"Never married",6,5
"849",31975,"female",51,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",2,2
"852",31978,"female",46,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,11
"853",31979,"male",51,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",1,7
"854",31980,"female",24,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",2,3
"859",31985,"female",31,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",4,11
"861",31987,"male",29,"Mexican American","Mexico","Not a citizen of the US",17,"Married",6,6
"863",31989,"male",37,"Mexican American","Mexico","Not a citizen of the US",16,"Married",3,4
"864",31990,"male",55,"Non-Hispanic Black","The US","A citizen of the US",18,"Divorced",1,3
"865",31991,"female",33,"Mexican American","The US","A citizen of the US",19,"Separeted",4,5
"866",31992,"male",81,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,6
"867",31993,"female",61,"Non-Hispanic Black","The US","A citizen of the US",19,"Divorced",3,7
"868",31994,"male",48,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",19,"Married",6,7
"870",31996,"female",28,"Mexican American","Mexico","Not a citizen of the US",17,"Married",6,7
"871",31997,"female",62,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",3,9
"872",31998,"female",39,"Mexican American","Mexico","Not a citizen of the US",17,"Married",5,7
"875",32001,"female",41,"Other Race - Including Multi-Racial","The US","A citizen of the US",19,"Married",3,8
"877",32003,"female",77,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,8
"881",32007,"male",55,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,6
"882",32008,"male",62,"Other Race - Including Multi-Racial","Elsewhere","Not a citizen of the US",18,"Married",2,7
"885",32011,"female",74,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",2,7
"886",32012,"female",30,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",2,7
"887",32013,"female",58,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"888",32014,"female",59,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",1,10
"889",32015,"female",60,"Non-Hispanic Black","The US","A citizen of the US",19,"Widowed",1,6
"890",32016,"female",29,"Mexican American","The US","A citizen of the US",19,"Married",4,6
"891",32017,"female",59,"Mexican American","Mexico","Not a citizen of the US",16,"Married",7,10
"894",32020,"male",64,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",2,3
"898",32024,"male",47,"Non-Hispanic White","The US","A citizen of the US",17,"Married",5,11
"901",32027,"male",24,"Mexican American","Mexico","Not a citizen of the US",18,"Never married",1,4
"904",32030,"male",80,"Non-Hispanic White","The US","A citizen of the US",17,"Married",2,4
"909",32035,"male",60,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",2,7
"910",32036,"female",44,"Non-Hispanic White","The US","A citizen of the US",18,"Married",6,11
"911",32037,"male",34,"Mexican American","Mexico","Not a citizen of the US",16,"Married",4,5
"912",32038,"male",61,"Mexican American","Mexico","Not a citizen of the US",17,"Married",2,2
"913",32039,"male",77,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,3
"914",32040,"male",25,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",3,11
"916",32042,"female",66,"Non-Hispanic Black","The US","A citizen of the US",17,"Widowed",1,6
"918",32044,"female",53,"Non-Hispanic Black","The US","A citizen of the US",20,"Divorced",1,8
"920",32046,"female",33,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",1,8
"922",32048,"female",29,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",2,10
"929",32055,"female",30,"Mexican American","The US","A citizen of the US",18,"Married",7,8
"933",32059,"male",85,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,9
"935",32061,"female",79,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,11
"936",32062,"male",73,"Mexican American","The US","A citizen of the US",16,"Living with partner",2,2
"940",32066,"male",65,"Non-Hispanic Black","The US","A citizen of the US",17,"Living with partner",1,7
"941",32067,"female",22,"Non-Hispanic White","The US","A citizen of the US",18,"Living with partner",1,4
"942",32068,"female",81,"Non-Hispanic White","The US","A citizen of the US",16,"Widowed",1,4
"945",32071,"male",48,"Non-Hispanic Black","The US","A citizen of the US",18,"Living with partner",1,9
"949",32075,"female",85,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,4
"953",32079,"male",50,"Other Hispanic","The US","A citizen of the US",19,"Married",2,11
"955",32081,"female",35,"Mexican American","Mexico","Not a citizen of the US",16,"Married",6,5
"956",32082,"male",60,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",2,11
"958",32084,"male",79,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,6
"960",32086,"male",40,"Mexican American","Mexico","Not a citizen of the US",17,"Married",6,7
"963",32089,"female",27,"Mexican American","The US","A citizen of the US",19,"Never married",1,5
"965",32091,"male",30,"Mexican American","Mexico","Not a citizen of the US",17,"Married",1,5
"967",32093,"male",53,"Mexican American","The US","A citizen of the US",19,"Never married",1,3
"968",32094,"female",45,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,11
"972",32098,"female",21,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",18,"Never married",6,10
"973",32099,"male",65,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",2,7
"978",32104,"male",33,"Non-Hispanic White","The US","A citizen of the US",17,"Married",4,8
"981",32107,"male",50,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,8
"983",32109,"male",32,"Other Hispanic","Elsewhere","A citizen of the US",17,"Married",4,11
"984",32110,"female",62,"Mexican American","Mexico","Not a citizen of the US",16,"Divorced",2,6
"986",32112,"male",41,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,8
"987",32113,"female",62,"Mexican American","Mexico","A citizen of the US",17,"Married",2,5
"988",32114,"male",40,"Non-Hispanic Black","Elsewhere","A citizen of the US",17,"Married",7,7
"989",32115,"female",26,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,11
"992",32118,"male",62,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,9
"994",32120,"female",72,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,5
"996",32122,"male",22,"Other Hispanic","Elsewhere","A citizen of the US",20,"Never married",3,8
"1001",32127,"female",49,"Non-Hispanic White","The US","A citizen of the US",20,"Married",3,11
"1003",32129,"male",70,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,7
"1004",32130,"female",20,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",2,8
"1006",32132,"female",31,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",3,7
"1007",32133,"female",30,"Mexican American","The US","A citizen of the US",20,"Married",3,11
"1009",32135,"female",38,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",1,7
"1010",32136,"female",42,"Non-Hispanic White","The US","A citizen of the US",19,"Married",6,11
"1012",32138,"female",47,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,11
"1014",32140,"female",69,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",4,10
"1015",32141,"male",35,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",20,"Married",5,2
"1017",32143,"male",58,"Non-Hispanic Black","The US","A citizen of the US",18,"Divorced",1,7
"1019",32145,"female",21,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",4,5
"1023",32149,"female",29,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",6,11
"1024",32150,"female",30,"Non-Hispanic White","The US","A citizen of the US",20,"Married",6,11
"1027",32153,"female",43,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,11
"1028",32154,"female",63,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",2,9
"1030",32156,"female",85,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,11
"1035",32161,"female",38,"Other Race - Including Multi-Racial","The US","A citizen of the US",18,"Divorced",2,6
"1036",32162,"female",26,"Mexican American","Mexico","Not a citizen of the US",16,"Married",5,4
"1037",32163,"female",47,"Mexican American","Mexico","Not a citizen of the US",16,"Separeted",6,8
"1038",32164,"male",22,"Non-Hispanic White","The US","A citizen of the US",18,"Living with partner",1,6
"1039",32165,"male",40,"Mexican American","Mexico","Not a citizen of the US",16,"Married",5,3
"1041",32167,"male",75,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,8
"1042",32168,"male",57,"Non-Hispanic Black","The US","A citizen of the US",19,"Widowed",1,2
"1043",32169,"female",29,"Mexican American","The US","A citizen of the US",19,"Living with partner",1,6
"1047",32173,"male",32,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",19,"Separeted",2,6
"1049",32175,"male",51,"Other Hispanic","Elsewhere","A citizen of the US",19,"Married",4,11
"1053",32179,"female",53,"Mexican American","Mexico","Not a citizen of the US",16,"Widowed",1,4
"1054",32180,"female",31,"Non-Hispanic White","The US","A citizen of the US",20,"Married",3,11
"1057",32183,"female",23,"Non-Hispanic Black","The US","A citizen of the US",18,"Living with partner",3,4
"1063",32189,"male",26,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",2,6
"1067",32193,"male",76,"Non-Hispanic White","The US","A citizen of the US",19,"Divorced",1,6
"1068",32194,"male",70,"Other Race - Including Multi-Racial","The US","A citizen of the US",19,"Married",2,3
"1071",32197,"female",43,"Mexican American","Mexico","A citizen of the US",16,"Married",6,7
